Accreditation code,Power station name,State,Installed capacity,Postcode,Fuel source(s),Accreditation start date,Suspension status,Baseline (MWh),Comment
SRPVNSF4,Woolworths Camden - Solar - NSW,NSW,0.1999,2570,Solar,9/10/2018,Unsuspended,0,n/a
SRPVNSF8,Woolworths Casula - Solar - NSW,NSW,0.1999,2170,Solar,31/10/2018,Unsuspended,0,n/a
SRPVNSH3,Ausgrid Muswellbrook Solar - NSW,NSW,0.1999,2333,Solar,27/02/2019,Unsuspended,0,n/a
SRPVNSJ9,100 Harris Street Pyrmont - Solar - NSW,NSW,0.1999,2009,Solar,22/07/2019,Unsuspended,0,n/a
SRPVNSL7,Bomaderry Bowling - Solar - NSW,NSW,0.1999,2541,Solar,6/10/2019,Unsuspended,0,n/a
SRPVNSV1,Woolworths Mt Isa 2539 - Solar w SGU - NSW,QLD,0.1999,4825,Solar,15/09/2020,Unsuspended,0,n/a
SRPVQL96,Parkside Plaza - Solar - QLD,QLD,0.1999,4740,Solar,20/08/2018,Unsuspended,0,n/a
SRPVSA11,Living Choice Fullarton Solar,SA,0.1999,5063,Solar,15/06/2016,Unsuspended,0,n/a
SRPVSAH1,St Michael's College Solar - SA,SA,0.1999,5022,Solar,11/02/2020,Unsuspended,0,n/a
SRPVSAJ2,Woolworths Port Augusta 5601 - Solar - SA,SA,0.1999,5700,Solar,23/07/2020,Unsuspended,0,n/a
SRPVSAJ3,Woolworths Woodcroft 5622 - Solar - SA,SA,0.1999,5162,Solar,23/07/2020,Unsuspended,0,n/a
SRPVVCR9,Sundown Furniture Derrimut - Solar - VIC,VIC,0.1999,3026,Solar,5/03/2020,Unsuspended,0,n/a
SRPVVCX3,Heritage Care Sydenham - Solar - VIC,VIC,0.1999,3037,Solar,5/08/2020,Unsuspended,0,n/a
SRPVWAA9,TERRYTYZACK - SOLAR - WA,WA,0.1999,6052,Solar,18/12/2019,Unsuspended,0,n/a
BEBGNS24,Golden Grove - Agricultural Waste - NSW,NSW,0.2,2594,Biomass,9/03/2012,Unsuspended,0,n/a
HYMCTA06,Weasel Plains Micro-Hydro - TAS,TAS,0.2,7030,Hydro,3/03/2016,Unsuspended,0,n/a
SRPVNS69,Drayton's Family Wines Solar - NSW,NSW,0.2,2320,Solar,30/05/2017,Unsuspended,0,n/a
SRPVQL15,Sirromet Wines Solar - Mt Cotton - QLD,QLD,0.2,4165,Solar,2/05/2014,Unsuspended,0,n/a
SRPVSA07,d'Arenberg Winery Solar - SA,SA,0.2,5171,Solar,25/03/2014,Unsuspended,0,n/a
SRPVVC23,Complete Food Services Preston - Solar - VIC,VIC,0.2,3072,Solar,31/08/2015,Unsuspended,0,n/a
SRPVVC28,BUPA Traralgon 200kWp,VIC,0.2,3844,Solar,15/03/2016,Unsuspended,0,n/a
SRPVVCS3,The Trustee for Kataria Superannuation Fund-Solar-VIC,VIC,0.2,3175,Solar,20/03/2020,Unsuspended,0,n/a
SRPVVCT8,Heritage Gardens Bayswater North Solar - VIC,VIC,0.2,3153,Solar,29/04/2020,Unsuspended,0,n/a
SRPVWA07,Nullagine Solar - WA,WA,0.2,6758,Solar,1/10/2010,Unsuspended,0,n/a
SRPVWA14,Mitchell Foods Canning Vale Solar - WA,WA,0.2,6155,Solar,17/12/2014,Unsuspended,0,n/a
SRPVWA17,Amcap Distribution Welshpool - Solar - WA,WA,0.2,6106,Solar,18/08/2015,Unsuspended,0,n/a
SRPVWA20,Yungngora Solar - WA,WA,0.2,6765,Solar,17/12/2015,Unsuspended,0,n/a
SRPVWAB9,Total Laser Cutting Services - Solar - WA,WA,0.2,6054,Solar,9/06/2020,Unsuspended,0,n/a
SRPVWAD3,MARC-SOLAR-WA,WA,0.2,6210,Solar,16/02/2021,Unsuspended,0,n/a
SRPXVC16,Balgownie Estate - Solar - VIC,VIC,0.2,3775,Solar,12/02/2021,Unsuspended,0,n/a
SRPXVC21,J.J. Dwyer(Wholesale) Proprietary Limited - Solar w SGU  - VIC,VIC,0.2,3875,Solar,12/03/2021,Unsuspended,0,
SRPVQLM9,Gympie Road - Solar - QLD,QLD,0.2001,4032,Solar,6/05/2020,Unsuspended,0,n/a
SRPVWA85,Coles Banksia Grove - Solar - WA,WA,0.2001,6031,Solar,26/06/2019,Unsuspended,0,n/a
SRPVWA91,Coles Riverton - Solar - WA,WA,0.2001,6147,Solar,19/07/2019,Unsuspended,0,n/a
SRPVSAL3,Woolworths Mt Barker 5682 - Solar - SA,SA,0.2001,5251,Solar,6/01/2021,Unsuspended,0,n/a
SRPVQLH7,Lockyer Valley Council - Gatton Showgrounds - Solar PV - QLD,QLD,0.2002,4343,Solar,9/10/2019,Unsuspended,0,n/a
SRPVVCE8,Complete Colour Cheltenham Solar - VIC,VIC,0.2002,3192,Solar,29/10/2018,Unsuspended,0,n/a
SRPVVCF0,Future Bake Noble Park Solar - VIC,VIC,0.2002,3174,Solar,29/10/2018,Unsuspended,0,n/a
SRPVWA92,Coles Byford 200kW - Solar - WA,WA,0.2002,6122,Solar,19/07/2019,Unsuspended,0,n/a
SRPXNSB7,Group Energy - West Gosford - Solar - NSW,NSW,0.2002,2250,Solar,23/12/2022,Unsuspended,0,
SRPVWA83,Howard Porter Bibra Lake Solar - WA,WA,0.2003,6163,Solar,3/06/2019,Unsuspended,0,n/a
SRPVWA89,Coles Orana - Solar - WA,WA,0.2003,6330,Solar,10/07/2019,Unsuspended,0,n/a
SRPVVCZ9,Traralgon WTP- Solar PV- VIC,VIC,0.2003,3844,Solar,7/01/2021,Unsuspended,0,n/a
SRPXVC01,Moe WWTP- Solar PV- VIC,VIC,0.2004,3825,Solar,7/01/2021,Unsuspended,0,n/a
SRPVNSM5,Akubra Hats Kempsey Solar - NSW,NSW,0.2006,2440,Solar,13/11/2019,Unsuspended,0,n/a
SRPVSA61,Windsor Ave Port Lincoln SA - Solar,SA,0.2006,5606,Solar,19/06/2018,Unsuspended,0,n/a
SRPVVCP3,Maryborough District Health Service Solar w SGU - VIC,VIC,0.2006,3465,Solar,3/12/2019,Unsuspended,0,n/a
SRPVVCT1,Jenkin Bros Bayswater Solar - VIC,VIC,0.2006,3153,Solar,6/05/2020,Unsuspended,0,n/a
SRPVNSF7,Lifestyle Working Brookvale Solar - NSW,NSW,0.2007,2100,Solar,31/10/2018,Unsuspended,0,n/a
SRPVWA82,BG Beachside 0.2MW - Solar WA,WA,0.2007,6035,Solar,30/05/2019,Unsuspended,0,n/a
SRPVVCS6,The Mill Castlemaine Solar wSGU - VIC,VIC,0.2008,3450,Solar,28/04/2020,Unsuspended,0,n/a
SRPVNT31,Nyirripi Solar Power Station - NT,NT,0.201,872,Solar,1/02/2018,Unsuspended,0,n/a
SRPXNS74,BAYSHORE DEVELOPMENT PTY LTD - BRYON BAY - NSW - SOLAR,NSW,0.2012,2481,Solar,31/03/2022,Unsuspended,0,
SRPVVC85,Hickory Structures Laverton North Solar - VIC,VIC,0.2015,3026,Solar,11/04/2018,Unsuspended,0,n/a
SRPVSA15,Bianco Construction Supplies Solar System - SA,SA,0.2016,5084,Solar,25/11/2016,Unsuspended,0,n/a
SRPVSA16,Bianco Precast Solar System - SA,SA,0.2016,5084,Solar,25/11/2016,Unsuspended,0,n/a
SRPXNS84,Raymond Terrace WWTW - Solar - NSW,NSW,0.2016,2324,Solar,26/05/2022,Unsuspended,0,
SRPVWAF1,Mount Magnet WTP - Solar PV - WA,WA,0.2016,6638,Solar,14/02/2022,Unsuspended,0,
SRPVQLD6,Blackwoods Carole Park Solar - QLD,QLD,0.2019,4300,Solar,13/02/2019,Unsuspended,0,n/a
SRPVNSL5,Hay Private Irrigation - Solar w SGU - NSW,NSW,0.2022,2711,Solar,1/10/2019,Unsuspended,0,n/a
SRPVNSB4,Pymble Ladies' College - Solar - NSW,NSW,0.2023,2073,Solar,3/05/2018,Unsuspended,0,n/a
SRPVQL66,A&J Australia Brisbane Solar PV - QLD,QLD,0.2028,4118,Solar,25/01/2018,Unsuspended,0,n/a
SRPVVC09,Tip Top Butchers Solar - Laverton North - VIC,VIC,0.2028,3026,Solar,21/01/2014,Unsuspended,0,n/a
SRPVVCD0,Gemwood - Solar - VIC,VIC,0.2029,3168,Solar,20/08/2018,Unsuspended,0,n/a
SRPVVCN2,"Basfoods Victoria St, Brunswick - Solar - VIC",VIC,0.203,3056,Solar,14/10/2019,Unsuspended,0,n/a
SRPVNSC1,Woolworths Ballina River Street - Solar - NSW,NSW,0.2033,2478,Solar,14/06/2018,Unsuspended,0,n/a
SRPVQLG9,TripleM Solar PV Qld,QLD,0.2034,4207,Solar,24/09/2019,Unsuspended,0,n/a
SRPVQLL2,Gin Gin and Dry Solar wSGU - QLD,QLD,0.2034,4671,Solar,30/01/2020,Unsuspended,0,n/a
SRPVVCU1,Bucher Municipal - Solar - VIC,VIC,0.2036,3168,Solar,2/06/2022,Unsuspended,0,
SRPVNT64,Coles Oasis- Solar- NT,NT,0.2037,0830,Solar,9/04/2021,Unsuspended,0,n/a
SRPVWAC2,Fremantle City Cold Stores - Solar wSGU - WA,WA,0.2049,6163,Solar,6/08/2020,Unsuspended,0,n/a
SRPVSAK9,Cedar Christian College EUtility 199.93kW - Solar w SGU - SA,SA,0.2051,5085,Solar,24/11/2020,Unsuspended,0,The installed capacity includes capacity that received small-scale technology certificates (STCs) under the Small-scale Renewable Energy Target (SRES). 
SRPVQL61,University of Southern Queensland Springfield - Solar - QLD,QLD,0.2054,4300,Solar,12/12/2017,Unsuspended,0,n/a
SRPVQL11,Reef HQ Aquarium Townsville - QLD,QLD,0.206,4810,Solar,14/11/2012,Unsuspended,0,n/a
SRPVVCO1,Phillip Island Visitor Centre Solar - VIC,VIC,0.2065,3922,Solar,13/11/2019,Unsuspended,0,n/a
SRPVNS95,Lithgow Workies Solar - NSW,NSW,0.2067,2790,Solar,12/02/2018,Unsuspended,0,n/a
SRPXVC27,Prima Fresh - Solar w SGU - VIC,VIC,0.207,3616,Solar,11/06/2021,Unsuspended,0,The installed capacity includes capacity that received small-scale technology certificates (STCs) under the Small-scale Renewable Energy Target (SRES). 
SRPVQLH1,Blue Wren Yatala Solar - QLD,QLD,0.2077,4207,Solar,13/09/2019,Unsuspended,0,n/a
SRPVVCB0,Australian Lamb Company Sunshine - Solar - VIC,VIC,0.2079,3020,Solar,28/05/2018,Unsuspended,0,n/a
SRPVWAB7,Mawson Trig - Solar - WA,WA,0.2079,6383,Solar,29/05/2020,Unsuspended,0,n/a
SRPVWAC7,St Hilda's Bayview Tce - Solar w/SGU - WA,WA,0.2079,6012,Solar,16/09/2020,Unsuspended,0,n/a
SRPVQLL1,SLQ-SOLAR-QLD,QLD,0.208,4132,Solar,5/02/2020,Unsuspended,0,n/a
SRPVNSI0,Ausgrid Ourimbah Solar - NSW,NSW,0.2092,2258,Solar,29/04/2019,Unsuspended,0,n/a
SRPXNS12,Barker College Rosewood Centre 209.kWp - Solar - NSW,NSW,0.2092,2077,Solar,23/03/2021,Unsuspended,0,n/a
SRPVNSC3,Woolworths Glen Innes - Solar - NSW,NSW,0.2094,2370,Solar,21/06/2018,Unsuspended,0,n/a
SRPVQLV8,Sunny Queen Carol Park - Solar wSGU  - Qld,QLD,0.2095,4300,Solar,26/04/2022,Unsuspended,0,
SRPVNSQ1,Bunnings Taree - Solar - NSW,NSW,0.2097,2430,Solar,17/02/2020,Unsuspended,0,n/a
BEBGVC09,Charles IFE P/L,VIC,0.21,3352,Biomass,24/11/2003,Unsuspended,104,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
SRPVVC18,Mars Chocolate Australia Solar - VIC,VIC,0.21,3355,Solar,10/11/2014,Unsuspended,0,n/a
SRPVQLA0,BTP 8 CLUNIES 9 MCKECHNIE Solar - QLD,QLD,0.2101,4113,Solar,27/09/2018,Unsuspended,0,n/a
SRPVQLL7,Bidfood Richlands Solar QLD,QLD,0.2101,4077,Solar,17/03/2020,Unsuspended,0,n/a
SRPVNSO7,Bunnings Goulburn - Solar - NSW,NSW,0.2105,2580,Solar,12/02/2020,Unsuspended,0,n/a
SRPVSAE6,Robern Menz Glynde - Solar w SGU - SA,SA,0.2107,5070,Solar,11/10/2019,Unsuspended,0,n/a
SRPVSAF8,SA Power Networks Depot Marlelston - Solar - SA,SA,0.2108,5033,Solar,22/11/2019,Unsuspended,0,n/a
SRPVNS63,River Pump Booligal Road NSW Solar,NSW,0.211,2675,Solar,23/11/2016,Unsuspended,0,n/a
SRPVNS64,Wyadra Solar - NSW,NSW,0.211,2675,Solar,23/11/2016,Unsuspended,0,n/a
SRPVSA54,Redmud Green Energy 33 - Solar - SA,SA,0.211,5341,Solar,15/05/2018,Unsuspended,0,n/a
SRPVSAJ6,Redmud Green Energy 92 - Solar - SA,SA,0.2113,5341,Solar,25/09/2020,Unsuspended,0,n/a
SRPXNS68,The King's School Preparatory School - Solar w SGU - NSW,NSW,0.2117,2151,Solar,8/03/2022,Unsuspended,0,
SRPVSA21,Redmud Green Energy 5 - Solar - SA,SA,0.212,5341,Solar,25/01/2017,Unsuspended,0,n/a
SRPVSA23,Redmud Green Energy 6 - Solar - SA,SA,0.212,5342,Solar,9/03/2017,Unsuspended,0,n/a
SRPVSA26,Redmud Green Energy 8 - Solar - SA,SA,0.212,5333,Solar,11/05/2017,Unsuspended,0,n/a
SRPVSA27,Redmud Green Energy 9 - Solar - SA,SA,0.212,5333,Solar,1/07/2017,Unsuspended,0,n/a
SRPVSA28,Redmud Green Energy 11 - Solar - SA,SA,0.212,5341,Solar,4/08/2017,Unsuspended,0,n/a
SRPVSA29,Redmud Green Energy 10 - Solar - SA,SA,0.212,5341,Solar,23/08/2017,Unsuspended,0,n/a
SRPVSA30,Redmud Green Energy 12 - Solar - SA,SA,0.212,5345,Solar,22/08/2017,Unsuspended,0,n/a
SRPVSA31,Redmud Green Energy 13 - Solar - SA,SA,0.212,5340,Solar,8/09/2017,Unsuspended,0,n/a
SRPVSA32,Redmud Green Energy 14 - Solar - SA,SA,0.212,5333,Solar,8/11/2017,Unsuspended,0,n/a
SRPVSA33,Redmud Green Energy 15 - Solar - SA,SA,0.212,5341,Solar,12/12/2017,Unsuspended,0,n/a
SRPVSA35,Redmud Green Energy 16 - Solar - SA,SA,0.212,5333,Solar,21/12/2017,Unsuspended,0,n/a
SRPVSA39,Redmud Green Energy 17 - Solar - SA,SA,0.212,5333,Solar,21/02/2018,Unsuspended,0,n/a
SRPVSA40,Redmud Green Energy 20 - Solar - SA,SA,0.212,5340,Solar,7/03/2018,Unsuspended,0,n/a
SRPVSA43,Redmud Green Energy 25 - Solar - SA,SA,0.212,5333,Solar,28/03/2018,Unsuspended,0,n/a
SRPVSAQ9,Research Road Waste Water Treatment - Solar - SA,SA,0.212,5355,Solar,19/09/2022,Unsuspended,0,
SRPVQLH8,BTP 7 Clunies - Eight Mile Plains - Solar - QLD,QLD,0.2122,4113,Solar,23/10/2019,Unsuspended,0,n/a
SRPVVCQ2,Department of Justice and Regulation Ararat - Solar - VIC,VIC,0.2123,3377,Solar,6/01/2020,Unsuspended,0,n/a
SRPVSA94,Redmud Green Energy 48. - Solar - SA,SA,0.2124,5341,Solar,21/12/2018,Unsuspended,0,n/a
SRPVQLH9,Coomera Anglican College Upper Coomera wSGU Solar - QLD,QLD,0.2125,4209,Solar,18/10/2019,Unsuspended,0,n/a
SRPVVCO5,Bidfood Dandenong South - Solar - Vic,VIC,0.2128,3175,Solar,2/11/2019,Unsuspended,0,n/a
SRPVVCA2,Valley Park Farm Solar - VIC,VIC,0.2131,3660,Solar,8/05/2018,Unsuspended,0,n/a
SRPVQLP3,Domain Building E - Solar - QLD,QLD,0.2133,4814,Solar,26/10/2020,Unsuspended,0,n/a
SRPVQL51,Moranbah Workers Solar - QLD,QLD,0.2138,4744,Solar,22/11/2017,Unsuspended,0,n/a
SRPVNT18,Karama Shopping Centre,NT,0.2149,812,Solar,13/04/2016,Unsuspended,0,n/a
SRPVQLB3,Woolworths Vincent - Solar - QLD,QLD,0.2156,4814,Solar,2/10/2018,Unsuspended,0,n/a
SRPVQLH6,Woolworths Gympie Southside - Solar - QLD,QLD,0.2156,4570,Solar,10/10/2019,Unsuspended,0,n/a
SRPVQL09,Gold Coast Stadium Carrara Solar Halo - QLD,QLD,0.216,4211,Solar,2/03/2012,Unsuspended,0,n/a
SRPVSA44,Redmud Green Energy 26 - Solar - SA,SA,0.216,5333,Solar,4/04/2018,Unsuspended,0,n/a
SRPVSA45,Redmud Green Energy 31 - Solar - SA,SA,0.216,5321,Solar,9/04/2018,Unsuspended,0,n/a
SRPVSA53,Redmud Green Energy 28 - Solar - SA,SA,0.216,5357,Solar,10/05/2018,Unsuspended,0,n/a
SRPVSA55,Redmud Green Energy 32 - Solar - SA,SA,0.216,5341,Solar,22/05/2018,Unsuspended,0,n/a
SRPVSA56,Redmud Green Energy 34 - Solar - SA,SA,0.216,5340,Solar,9/05/2018,Unsuspended,0,n/a
SRPVSA57,Redmud Green Energy 35 - Solar - SA,SA,0.216,5332,Solar,9/05/2018,Unsuspended,0,n/a
SRPVSA64,Redmud Green Energy 37 - Solar - SA,SA,0.216,5340,Solar,17/07/2018,Unsuspended,0,n/a
SRPVSA65,Redmud Green Energy 27 - Solar - SA,SA,0.216,5333,Solar,25/07/2018,Unsuspended,0,n/a
SRPVSA66,Redmud Green Energy 22 - Solar - SA,SA,0.216,5341,Solar,2/08/2018,Unsuspended,0,n/a
SRPVSA72,Redmud Green Energy 38 - Solar - SA,SA,0.216,5340,Solar,25/09/2018,Unsuspended,0,n/a
SRPVSA73,Redmud Green Energy 36 - Solar - SA,SA,0.216,5631,Solar,25/09/2018,Unsuspended,0,n/a
SRPVSA83,Redmud Green Energy 39 - Solar - SA,SA,0.216,5333,Solar,3/12/2018,Unsuspended,0,n/a
SRPVSA84,Redmud Green Energy 40 - Solar - SA,SA,0.216,5333,Solar,3/12/2018,Unsuspended,0,n/a
SRPVSA85,Redmud Green Energy 46 - Solar - SA,SA,0.216,5345,Solar,10/12/2018,Unsuspended,0,n/a
SRPVSA89,Redmud Green Energy 41 - Solar - SA,SA,0.216,5342,Solar,17/12/2018,Unsuspended,0,n/a
SRPVSA96,Redmud Green Energy 47 - Solar - SA,SA,0.216,5341,Solar,12/02/2019,Unsuspended,0,n/a
SRPVSA97,Redmud Green Energy 44 - Solar - SA,SA,0.216,5341,Solar,4/03/2019,Unsuspended,0,n/a
SRPVSA98,Redmud Green Energy 45 - Solar - SA,SA,0.216,5333,Solar,14/01/2019,Unsuspended,0,n/a
SRPVSAB7,Redmud Green Energy 50 - Solar - SA,SA,0.216,5321,Solar,18/04/2019,Unsuspended,0,n/a
SRPVSAB9,Redmud Green Energy 63 - Solar - SA,SA,0.216,5341,Solar,20/05/2019,Unsuspended,0,n/a
SRPVSAC1,Redmud Green Energy 49 - Solar - SA,SA,0.216,5652,Solar,20/05/2019,Unsuspended,0,n/a
SRPVSAC3,Redmud Green Energy 52 - Solar - SA,SA,0.216,5550,Solar,31/05/2019,Unsuspended,0,n/a
SRPVNSA1,Stennett Rd Ingleburn Solar - NSW,NSW,0.2161,2565,Solar,29/03/2018,Unsuspended,0,n/a
SRPVNS57,UNSW Morven Brown PV,NSW,0.2182,2033,Solar,4/07/2016,Unsuspended,0,n/a
SRPVSAG7,St Pauls College - Solar w SGU - SA,SA,0.2186,5086,Solar,4/12/2019,Unsuspended,0,n/a
SRPVVC84,CMTP Solar Dandenong VIC,VIC,0.2187,3175,Solar,6/04/2018,Unsuspended,0,n/a
SRPVSAD5,Redmud Green Energy 55 - Solar - SA,SA,0.2188,5332,Solar,12/08/2019,Unsuspended,0,n/a
SRPVQLM8,Australian Laboratory Services - Solar w SGU - QLD,QLD,0.219,4053,Solar,15/04/2020,Unsuspended,0,n/a
SRPVVCA7,Maxi Foods Ballarat Solar System - VIC,VIC,0.219,3350,Solar,18/05/2018,Unsuspended,0,n/a
SRPVVCY6,Methodist Ladies College Kew - Solar w SGU - VIC,VIC,0.219,3101,Solar,20/10/2020,Unsuspended,0,n/a
SRPVNSK0,Repower 7 Shoalhaven Heads Solar - NSW wSGU,NSW,0.2191,2535,Solar,19/07/2019,Unsuspended,0,n/a
SRPXNS37,Wollongong Council Main Admin Building Carpark - Solar PV - NSW,NSW,0.2196,2500,Solar,26/10/2021,Unsuspended,0,
SRPVVCU9,Yatpool broadcasting tower - Solar - VIC,VIC,0.2198,3494,Solar,29/05/2020,Unsuspended,0,n/a
SRPVSAL2,Woolworths Christies Beach 5739 - Solar - SA,SA,0.2198,5165,Solar,10/12/2020,Unsuspended,0,n/a
HYMINS12,Lostock Micro Hydro - NSW,NSW,0.22,2311,Hydro,7/02/2011,Unsuspended,0,n/a
SRPVQLJ1,Bunnings Nerang Solar - QLD,QLD,0.22,4211,Solar,6/11/2019,Unsuspended,0,n/a
SRPVQLP9,Sentinel Countrywide Retail Emerald - Solar - QLD,QLD,0.22,4720,Solar,26/11/2020,Unsuspended,0,n/a
SRPVSA76,Adelaide Desalination Plant - Solar - SA,SA,0.22,5160,Solar,10/10/2018,Unsuspended,0,n/a
SRPVSAC2,Redmud Green Energy 56 - Solar - SA,SA,0.22,5333,Solar,20/05/2019,Unsuspended,0,n/a
SRPXVC15,Vigliaturo Stonefuit Ardmona - Solar w SGU - VIC,VIC,0.2202,3629,Solar,4/02/2021,Unsuspended,0,The installed capacity includes capacity that received small-scale technology certificates (STCs) under the Small-scale Renewable Energy Target (SRES). 
SRPVNT63,Coles Palmerston-Solar-NT,NT,0.2203,0830,Solar,25/03/2021,Unsuspended,0,n/a
SRPVNSJ8,Murray Valley Meats Strathfield Solar PV NSW,NSW,0.2205,2136,Solar,18/07/2019,Unsuspended,0,n/a
SRPVSAP6,Cornerstone College - Solar w SGU - SA,SA,0.2205,5251,Solar,2/12/2021,Unsuspended,0,
SRPVNSP8,Troy Labs: Glendenning - Solar - NSW,NSW,0.2208,2761,Solar,11/02/2020,Unsuspended,0,n/a
SRPVAC22,Icon Water Stromlo - Solar - ACT,ACT,0.221,2611,Solar,6/02/2020,Unsuspended,0,n/a
SRPXNS35,LAKE CARGELLIGO - Solar w/sgu  - NSW,NSW,0.2214,2672,Solar,25/08/2021,Unsuspended,0,The installed capacity includes capacity that received small-scale technology certificates (STCs) under the Small-scale Renewable Energy Target (SRES). 
SRPVNSE8,Woolworths Inverell - Solar - NSW,NSW,0.2218,2360,Solar,19/09/2018,Unsuspended,0,n/a
SRPVQLS5,"ISPT Telegraph Rd, Bracken Ridge - Solar - QLD",QLD,0.2218,4017,Solar,5/07/2021,Unsuspended,0,n/a
SRPVQLV4,Lakeside Homestead Pty Ltd - Solar - w SGU - QLD,QLD,0.2236,4216,Solar,31/03/2022,Unsuspended,0,
SRPXVC17,Edlyn Foods Epping - Solar w SGU - VIC,VIC,0.2241,3076,Solar,15/02/2021,Unsuspended,0,The installed capacity includes capacity that received small-scale technology certificates (STCs) under the Small-scale Renewable Energy Target (SRES). 
SRPVSAF5,Safecorp Group Ltd - Solar - SA,SA,0.2244,5094,Solar,20/11/2019,Unsuspended,0,n/a
SRPVVCJ1,Lithocraft Graphics Truganina Solar - VIC,VIC,0.2244,3029,Solar,29/04/2019,Unsuspended,0,n/a
SRPVNS76,Bakers Maison Solar NSW,NSW,0.2246,2212,Solar,28/09/2017,Unsuspended,0,n/a
SRPVVC67,Aquapulse Solar - VIC,VIC,0.2249,3029,Solar,4/01/2018,Unsuspended,0,n/a
SRPVVCS5,Traralgon Head Office - Solar PV - VIC,VIC,0.2249,3844,Solar,13/02/2020,Unsuspended,0,n/a
SRPVNS23,Ace Gutters Solar Mortdale - NSW,NSW,0.225,2223,Solar,24/01/2014,Unsuspended,0,n/a
WD00TA05,Sassafras Wind Turbine - TAS,TAS,0.225,7307,Wind,30/09/2008,Unsuspended,0,n/a
WD00TA06,Sisters Creek - Wind - TAS,TAS,0.225,7325,Wind,2/04/2012,Unsuspended,0,n/a
WD00TA09,Blokker Wind Turbine - TAS,TAS,0.225,7307,Wind,31/05/2013,Unsuspended,0,n/a
WD00TA11,Cygnet Woolnorth - Wind - Tas,TAS,0.225,7330,Wind,21/07/2016,Unsuspended,0,n/a
SRPXNS18,Woolworths Rosehill 1123 - Solar - NSW,NSW,0.225,2142,Solar,30/04/2021,Unsuspended,0,n/a
SRPVNT03,Kings Canyon Solar - NT,NT,0.2251,872,Solar,18/04/2005,Suspended,0,n/a
SRPVNSX1,Angelo Anestis Aquatic Centre - Solar - NSW,NSW,0.2259,2207,Solar,19/11/2020,Unsuspended,0,n/a
SRPVNS26,Walla Walla Solar Farm - NSW,NSW,0.226,2659,Solar,6/05/2014,Unsuspended,0,n/a
SRPVNT27,Kintore Solar Power Station - NT,NT,0.2262,872,Solar,1/02/2018,Unsuspended,0,n/a
SRPVVCX5,La Trobe University Caval - Solar - Vic,VIC,0.2263,3083,Solar,6/08/2020,Unsuspended,0,n/a
SRPVQL57,PACE Institute - Solar - QLD,QLD,0.2264,4102,Solar,6/12/2017,Unsuspended,0,n/a
SRPVSAD2,Redmud Green Energy 42 - Solar - SA,SA,0.2268,5342,Solar,29/07/2019,Unsuspended,0,n/a
SRPVSAD8,Redmud Green Energy 62 - Solar - SA,SA,0.2268,5321,Solar,3/09/2019,Unsuspended,0,n/a
SRPVSAE1,Redmud Green Energy 70 - Solar - SA,SA,0.2268,5341,Solar,20/09/2019,Unsuspended,0,n/a
SRPVSAF0,Redmud Green Energy 73 - Solar - SA,SA,0.2268,5342,Solar,14/10/2019,Unsuspended,0,n/a
SRPVSAF1,Redmud Green Energy 68 - Solar - SA,SA,0.2268,5652,Solar,4/11/2019,Unsuspended,0,n/a
SRPVSAI4,Redmud Green Energy 82 - Solar - SA,SA,0.2268,5238,Solar,3/06/2020,Unsuspended,0,n/a
SRPVSAI8,Redmud Green Energy 85 -  Solar - SA,SA,0.2268,5333,Solar,19/06/2020,Unsuspended,0,n/a
SRPVSAJ0,Redmud Green Energy 88 - Solar - SA,SA,0.2268,5333,Solar,27/07/2020,Unsuspended,0,n/a
SRPVSAJ1,Redmud Green Energy 90 - Solar - SA,SA,0.2268,5355,Solar,1/07/2020,Unsuspended,0,n/a
SRPVNSS7,Flame Cut Pty Ltd 227.36 kWp Solar - NSW,NSW,0.2273,2164,Solar,16/10/2020,Unsuspended,0,n/a
SRPVSAJ7,REDMALLEEPOULTRY-SOLAR-SA,SA,0.2293,5259,Solar,20/08/2020,Unsuspended,0,n/a
SRPVSAJ8,WHITEMALLEEPOULTRY-SOLAR-SA,SA,0.2294,5259,Solar,20/08/2020,Unsuspended,0,n/a
SRPVVCM7,Glen Eira Sports and Aquatic Centre Bentleigh East wSGU VIC - Solar,VIC,0.2295,3165,Solar,22/08/2019,Unsuspended,0,n/a
SRPXNS11,Woolworths Griffith North 1156 - Solar - NSW,NSW,0.2298,2680,Solar,5/03/2021,Unsuspended,0,n/a
SRPVWA87, BG Fields 0.23MW - Solar WA,WA,0.2299,6232,Solar,24/06/2019,Unsuspended,0,n/a
BEBGQL13,Elanora Waste Water Treatment Plant,QLD,0.23,4221,Biomass,7/06/2005,Unsuspended,0,n/a
SRPVNS68,De Bortoli Wines - Solar - NSW,NSW,0.23,2680,Solar,11/04/2017,Unsuspended,0,n/a
SRPVNT40,Atitjere (Harts Range) Solar Power Station - NT,NT,0.2301,872,Solar,4/12/2018,Unsuspended,0,n/a
SRPVQLH5,Jet Direct Acacia Ridge - Solar w SGU - QLD,QLD,0.2301,4110,Solar,26/09/2019,Unsuspended,0,n/a
SRPVSAQ3,Poussin Poultry Pty Ltd - Solar w SGU - SA,SA,0.2302,5254,Solar,21/06/2022,Unsuspended,0,
SRPVSAA3,Doroga Power Station - Solar - SA,SA,0.2304,5700,Solar,26/02/2019,Unsuspended,0,n/a
